x, y, z
9.7689e-04   4.3276e-04   -1.4999e-01
-6.2007e-05   -3.8406e-03   -1.4996e-01
-1.5750e-03   -3.6980e-04   -1.4994e-01
-2.3078e-03   -3.5697e-04   -1.4992e-01
2.5616e-03   8.6801e-04   -1.4989e-01
4.9521e-03   9.4852e-05   -1.4987e-01
-1.4364e-03   4.2819e-03   -1.4984e-01
-1.7941e-04   2.1179e-03   -1.4982e-01
-1.9966e-03   1.9123e-03   -1.4980e-01
-1.9217e-03   -5.9871e-05   -1.4977e-01
1.5272e-03   -2.1012e-03   -1.4975e-01
-2.8559e-03   -2.2163e-03   -1.4972e-01
-1.7425e-03   -1.3162e-03   -1.4970e-01
-1.5888e-03   -2.9335e-03   -1.4968e-01
-3.3979e-03   2.0341e-03   -1.4965e-01
-2.0647e-03   -1.2931e-03   -1.4963e-01
-1.8761e-03   3.0944e-03   -1.4960e-01
-4.0189e-03   -2.7829e-03   -1.4958e-01
3.7192e-03   -1.3207e-03   -1.4956e-01
-1.6253e-03   -4.5112e-03   -1.4953e-01
3.7519e-04   8.7625e-04   -1.4951e-01
-1.1323e-03   1.1715e-03   -1.4948e-01
-3.6344e-03   1.8451e-04   -1.4946e-01
-9.5468e-05   -1.4591e-03   -1.4944e-01
1.9878e-03   8.8378e-04   -1.4941e-01
3.9960e-03   1.2398e-03   -1.4939e-01
-7.9909e-04   2.8149e-03   -1.4936e-01
2.4824e-03   -2.7222e-03   -1.4934e-01
-4.3265e-03   1.1408e-03   -1.4932e-01
-2.6947e-03   3.6949e-03   -1.4929e-01
3.8058e-03   -2.3683e-03   -1.4927e-01
-1.8879e-03   3.9004e-03   -1.4925e-01
4.2587e-03   -2.4071e-03   -1.4922e-01
3.4523e-03   -1.0597e-03   -1.4920e-01
-4.3686e-03   -1.8925e-04   -1.4917e-01
3.7855e-03   -2.1888e-03   -1.4915e-01
1.6025e-03   8.1377e-04   -1.4913e-01
3.2038e-03   -2.9738e-03   -1.4910e-01
-3.5220e-03   3.1266e-03   -1.4908e-01
-4.0100e-03   -1.5095e-04   -1.4905e-01
-2.7699e-03   3.2529e-03   -1.4903e-01
-3.2395e-03   -1.7031e-03   -1.4901e-01
4.3179e-03   -1.2954e-03   -1.4898e-01
3.3812e-04   1.7099e-03   -1.4896e-01
1.7153e-03   -2.1218e-03   -1.4893e-01
8.9892e-04   2.0547e-03   -1.4891e-01
-4.1492e-03   -3.8942e-05   -1.4889e-01
2.8137e-03   -3.6669e-03   -1.4886e-01
8.2569e-04   -6.2003e-04   -1.4884e-01
1.4615e-03   -4.4455e-03   -1.4881e-01
-1.3385e-03   3.5012e-03   -1.4879e-01
-3.2662e-05   -3.5603e-03   -1.4877e-01
-1.2771e-03   -4.1082e-03   -1.4874e-01
-2.3991e-03   -2.6740e-03   -1.4872e-01
2.9156e-03   3.4068e-03   -1.4869e-01
-1.7197e-03   -1.6957e-03   -1.4867e-01
-2.5245e-03   7.7455e-04   -1.4865e-01
-3.7532e-03   -2.3501e-03   -1.4862e-01
2.7296e-03   2.6179e-03   -1.4860e-01
3.1796e-03   -2.0719e-03   -1.4857e-01
4.2006e-03   2.1864e-03   -1.4855e-01
-2.4687e-03   -1.8953e-03   -1.4853e-01
-4.3223e-03   2.2727e-03   -1.4850e-01
5.6607e-04   2.7344e-04   -1.4848e-01
-2.6793e-03   -3.2980e-03   -1.4845e-01
-1.1429e-03   -4.4707e-03   -1.4843e-01
2.3170e-03   2.0716e-03   -1.4841e-01
1.4439e-03   3.2666e-03   -1.4838e-01
-2.3893e-03   -3.3078e-03   -1.4836e-01
-5.8695e-04   1.4115e-03   -1.4833e-01
-1.9135e-03   1.8355e-03   -1.4831e-01
-5.5353e-05   3.0058e-03   -1.4829e-01
3.6819e-03   -1.8413e-03   -1.4826e-01
1.1114e-03   -1.6068e-03   -1.4824e-01
1.1289e-03   -1.9943e-03   -1.4821e-01
3.1020e-03   -1.6593e-03   -1.4819e-01
-3.6075e-03   1.3284e-03   -1.4817e-01
2.0664e-04   -2.4143e-03   -1.4814e-01
-3.2251e-03   8.7467e-04   -1.4812e-01
-2.3623e-03   -2.4541e-03   -1.4810e-01
1.7465e-03   -1.4799e-03   -1.4807e-01
-3.9821e-03   -2.7241e-03   -1.4805e-01
2.1812e-03   -2.2701e-03   -1.4802e-01
-4.7073e-03   9.8423e-05   -1.4800e-01
3.1364e-03   -2.1883e-03   -1.4798e-01
-1.1863e-03   4.7044e-03   -1.4795e-01
2.6696e-04   -2.7894e-03   -1.4793e-01
3.6512e-03   4.3361e-04   -1.4790e-01
1.9481e-03   -4.2156e-03   -1.4788e-01
1.5694e-03   1.6856e-03   -1.4786e-01
3.8170e-03   -1.6668e-03   -1.4783e-01
4.9339e-03   -6.4388e-04   -1.4781e-01
3.4089e-03   1.9727e-03   -1.4778e-01
-2.6057e-04   1.5483e-03   -1.4776e-01
-3.9549e-03   -2.2713e-03   -1.4774e-01
2.0762e-03   2.2926e-03   -1.4771e-01
-1.0322e-03   -2.5640e-03   -1.4769e-01
-6.3916e-05   3.9037e-04   -1.4766e-01
-2.6127e-03   7.8281e-04   -1.4764e-01
1.1042e-03   -4.7477e-03   -1.4762e-01
