0.000000, 0.970900, 0.000000
0.000000, 0.970912, 0.213293
0.000000, 0.971058, 0.426587
0.000000, 0.971330, 0.639880
0.000000, 0.971702, 0.853173
0.000000, 0.972128, 1.066467
0.000000, 0.972552, 1.279760
0.000000, 0.972912, 1.493053
0.000000, 0.973150, 1.706347
0.000000, 0.973244, 1.919640
0.000000, 0.973172, 2.132933
0.000000, 0.972887, 2.346227
0.000000, 0.972404, 2.559520
0.000000, 0.971775, 2.772813
0.000000, 0.971079, 2.986107
0.000000, 0.970413, 3.199400
0.000000, 0.969882, 3.412693
0.000000, 0.969578, 3.625986
0.000000, 0.969567, 3.839280
0.000000, 0.969878, 4.052573
0.000000, 0.970494, 4.265866
0.000000, 0.971352, 4.479160
0.000000, 0.972349, 4.692453
0.000000, 0.973354, 4.905746
0.000000, 0.974224, 5.119040
0.000000, 0.974825, 5.332333
0.000000, 0.975054, 5.545626
0.000000, 0.974853, 5.758920
0.000000, 0.974222, 5.972213
0.000000, 0.973224, 6.185506
0.000000, 0.971976, 6.398800
0.000000, 0.970637, 6.612093
0.000000, 0.969387, 6.825386
0.000000, 0.968405, 7.038680
0.000000, 0.967837, 7.251973
0.000000, 0.967785, 7.465266
0.000000, 0.968281, 7.678560
0.000000, 0.969287, 7.891853
0.000000, 0.970691, 8.105146
0.000000, 0.972322, 8.318440
0.000000, 0.973967, 8.531733
0.000000, 0.975401, 8.745026
0.000000, 0.976417, 8.958320
0.000000, 0.976855, 9.171613
0.000000, 0.976630, 9.384906
0.000000, 0.975745, 9.598199
0.000000, 0.974294, 9.811493
0.000000, 0.972456, 10.024786
0.000000, 0.970465, 10.238079
0.000000, 0.968587, 10.451373
0.000000, 0.967079, 10.664666
0.000000, 0.966158, 10.877959
0.000000, 0.965970, 11.091253
0.000000, 0.966563, 11.304546
0.000000, 0.967888, 11.517839
0.000000, 0.969792, 11.731133
0.000000, 0.972041, 11.944426
0.000000, 0.974342, 12.157719
0.000000, 0.976385, 12.371013
0.000000, 0.977884, 12.584306
0.000000, 0.978614, 12.797599
0.000000, 0.978452, 13.010893
0.000000, 0.977391, 13.224186
0.000000, 0.975553, 13.437479
0.000000, 0.973162, 13.650773
0.000000, 0.970530, 13.864066
0.000000, 0.968002, 14.077359
0.000000, 0.965918, 14.290653
0.000000, 0.964569, 14.503946
0.000000, 0.964148, 14.717239
0.000000, 0.964740, 14.930533
0.000000, 0.966292, 15.143826
0.000000, 0.968627, 15.357119
0.000000, 0.971457, 15.570413
0.000000, 0.974417, 15.783706
0.000000, 0.977114, 15.996999
0.000000, 0.979173, 16.210292
0.000000, 0.980298, 16.423586
0.000000, 0.980305, 16.636879
0.000000, 0.979169, 16.850172
0.000000, 0.977019, 17.063466
0.000000, 0.974127, 17.276759
0.000000, 0.970867, 17.490052
0.000000, 0.967667, 17.703346
0.000000, 0.964955, 17.916639
0.000000, 0.963096, 18.129932
0.000000, 0.962353, 18.343226
0.000000, 0.962852, 18.556519
0.000000, 0.964549, 18.769812
0.000000, 0.967250, 18.983106
0.000000, 0.970622, 19.196399
0.000000, 0.974234, 19.409692
0.000000, 0.977608, 19.622986
0.000000, 0.980284, 19.836279
0.000000, 0.981882, 20.049572
0.000000, 0.982176, 20.262866
0.000000, 0.981107, 20.476159
0.000000, 0.978760, 20.689452
0.000000, 0.975426, 20.902746
0.000000, 0.971535, 21.116039
0.000000, 0.967599, 21.329332
0.000000, 0.964143, 21.542626
0.000000, 0.961633, 21.755919
0.000000, 0.960422, 21.969212
0.000000, 0.960622, 22.182506
0.000000, 0.962314, 22.395799
0.000000, 0.965362, 22.609092
0.000000, 0.969419, 22.822385
0.000000, 0.973985, 23.035679
0.000000, 0.978463, 23.248972
0.000000, 0.982237, 23.462265
0.000000, 0.984757, 23.675559
0.000000, 0.985632, 23.888852
0.000000, 0.984719, 24.102145
0.000000, 0.982022, 24.315439
0.000000, 0.977843, 24.528732
0.000000, 0.972701, 24.742025
0.000000, 0.967262, 24.955319
0.000000, 0.962246, 25.168612
0.000000, 0.958334, 25.381905
0.000000, 0.956081, 25.595199
0.000000, 0.955839, 25.808492
0.000000, 0.957721, 26.021785
0.000000, 0.961551, 26.235079
0.000000, 0.966912, 26.448372
0.000000, 0.973152, 26.661665
0.000000, 0.979472, 26.874959
0.000000, 0.985019, 27.088252
0.000000, 0.988997, 27.301545
0.000000, 0.990796, 27.514839
0.000000, 0.990091, 27.728132
0.000000, 0.986904, 27.941425
0.000000, 0.981608, 28.154719
0.000000, 0.974877, 28.368012
0.000000, 0.967590, 28.581305
0.000000, 0.960703, 28.794598
0.000000, 0.955127, 29.007892
0.000000, 0.951617, 29.221185
0.000000, 0.950668, 29.434478
0.000000, 0.952478, 29.647772
0.000000, 0.956889, 29.861065
0.000000, 0.963423, 30.074358
